@RELATION CommOps
@ATTRIBUTE text string
@ATTRIBUTE ModalVerbSignal {shall, will, may, might, can, must, could, would, should, requested, please, none}
@ATTRIBUTE ActionVerbSignal {yes, no}
@ATTRIBUTE TypeOfSubject {first, second, third, none}
@ATTRIBUTE NegativeVerbSignal {yes, no}
@ATTRIBUTE presentTenseVerbSignal {yes, no}
@ATTRIBUTE pastTenseVerbSignal {yes, no}
@ATTRIBUTE debtorPresent {yes, no}
@ATTRIBUTE creditorPresent {yes, no}
@ATTRIBUTE delegationSignal {yes, no}
@ATTRIBUTE deadlineSignal {yes, no}
@ATTRIBUTE createCommitmentPresent {yes, no}
@ATTRIBUTE bigramModalSecond {yes, no}
@ATTRIBUTE bigramFirstModal {yes, no}
@ATTRIBUTE bigramPleaseAction {yes, no}
@ATTRIBUTE questionMarkPresent {yes, no}
@ATTRIBUTE class {create, icreate, discharge, cancel, delegate, none}

@DATA
"Transwestern has agreed to contract termination subject to an indemnity or keep whole mechanism.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Im including the legal team on this distribution as an FYI.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"I will follow up on this later today.",will,yes,first,no,yes,no,yes,yes,no,no,no,no,yes,no,no,create
"DF",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"No magic to the 9%.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"We could use any reasonable rate as long as we are conceptually consistent in future situations.",could,yes,first,no,yes,no,yes,yes,no,no,no,no,yes,no,no,create
"I.e.,  we could use the FERC interest rate here if we were willing to always use it in contract termination situations.",could,yes,first,no,yes,no,yes,yes,no,no,no,no,yes,no,no,create
"Or, if we use a rate here that is X basis points over some generally accepted benchmark (FERC interest rate?",none,no,none,no,no,no,no,no,no,no,no,no,no,no,yes,none
"prime?",none,no,none,no,no,no,no,no,no,no,no,no,no,no,yes,none
"LIBOR?)",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"wed have a tough time justifying use of a significantly different mechanism (even though the actual rate in the subsequent deal might be a lot different due to interest rate movement).",none,no,none,no,no,yes,no,no,no,no,no,no,no,no,no,none
"df",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Lindy,FYI.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Kim.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Lindy,Just in case you could not see the Word.doc.",could,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"K.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Drew,If TW cannot sell all of the Mavrix capacity within 60 days, then will TW then take the financial risk after this time and not hold Mavrix responsible for the difference?",will,no,none,no,no,no,no,no,no,no,no,no,no,no,yes,none
"This may be OK as we may wish to re-sell the capacity in different packages of time.",may,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"KW.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"We should give Maverix the option of paying the discounted sum up front or doing a keep whole payment each month of the transaction.",should,yes,first,no,yes,no,yes,yes,no,no,no,no,yes,no,no,create
"I like the 9% discount rate for Maverix but would not be happy with such from an outsider.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Is there a basis in the 9% rate?",none,no,none,no,no,no,no,no,no,no,no,no,no,no,yes,none
"my thought was that if some of the capacity is unsold after 60 days, Mavrix has to pay TW 100 cents on the dollar, on an npv basis.",none,no,none,no,no,yes,no,no,no,no,no,no,no,no,no,none
"I know that could result in a double recovery if we then resell the space, but what the heck!",could,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"Shirley,Lets book Tuesday, Aug. 28.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Thanks, Kim.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Hi Kim:Vince and Krishna are both free for lunch Monday and Tuesday, August 27th & 28th orFriday, August 31st.Let me know which day works best for you.regards,Shirley",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"11:30 in the lobby sounds fine.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"I would be happy to drive.",would,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"Thanks, Kim.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Hi Kim:I have made reservations for Damians Restaurant at 11:45 today.",none,no,none,no,no,yes,no,no,no,no,no,no,no,no,no,none
"Do youwant to meet Vince and Krishna in the lobby at 11:30?",none,no,none,no,no,no,no,no,no,no,no,no,no,no,yes,none
"And do you byany chance have your car and could drive?",could,no,none,no,yes,no,no,no,no,no,no,no,no,no,yes,none
"Let me know.Shirley",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"All Team Members:  Please try to get your bullet items to Kim for her review no later than 10:00a on Friday mornings.",please,yes,second,no,yes,no,yes,yes,no,yes,no,no,no,yes,no,icreate
"Kim has an awesome responsibility of getting the bullets to Steve by 11:00a on Friday mornings.We will need your assistance in obtaining these objectives.",will,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"Lets try our best to get items in on time, even if means updating a few items after lunch.Can you assist me in this effort?",none,no,none,no,yes,no,no,no,no,no,no,no,no,no,yes,none
"Yes, you can!!!!",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"(smile)Have a great weekend....adrAudrey D.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"RobertsonTranswestern Pipeline Company email address:  audrey.robertson@enron.com(713) 853-5849(713) 646-2551 Fax",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Audrey, here they are.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Thanks, Kim. << File: BULLETS 08-03-01.doc >>",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Thanks, Audrey!",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Kim.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"When: Monday, August 06, 2001 9:00 AM-9:30 AM (GMT-06:00) Central Time (US & Canada).Where: EB 3671*~*~*~*~*~*~*~*~*~*Konstantin G.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Aslanidi is confirmed for an in person Interview on Friday August 10,2001.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Konstantin is coming in to interview for job #107855 SPEC SR HR.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Attached below  you will find his resume attached for your review.",will,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"Thank you,Gretchen Hardeway 58701",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"When: Friday, August 10, 2001 9:00 AM-9:30 AM (GMT-06:00) Central Time (US & Canada).Where: EB 3671*~*~*~*~*~*~*~*~*~*Konstantin G.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Aslanidi is confirmed for an in person Interview on Friday August 10,2001.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Konstantin is coming in to interview for job #107855 SPEC SR HR.Attached below  you will find his resume attached for your review.",will,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"Thank you,Gretchen Hardeway 58701",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Attached please find the following documents:   Thank you,Gretchen -  58701",please,no,second,no,yes,no,no,no,no,no,no,no,no,no,no,none
"Attached is the current version of TWs Firm Capacity Procedures.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"(Posting requirements are defined in another document.)",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"These procedures outline the definitions of certificated/sustainable, operational/short-term sustainable and operational non-sustainable capacity and how we will determine how much and when capacity is available in each of these categories.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"I thought I would go ahead and distribute this because there have been some questions - though I understand some of the recent FERC rulings may require us to change the procedures as it concerns, among other things, whether operational/short-term sustainable capacity is sold under LFT vs. daily under FTS-1.",would,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"Larry,Please take a look at this spreadsheet.",please,yes,third,no,yes,no,yes,yes,no,no,no,no,no,yes,no,icreate
"I welcome and encourage any and all comments you may have on this.",may,no,first,no,yes,no,no,no,no,no,no,no,no,no,no,none
"Please feel free to make changes my wording as well as the spreadsheet itself.",please,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"As we move this forward, I will want to attach a current version of your NYMEX Technical Update.",will,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
"Many, many thanks for all of your help and support on this matter!",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Kim.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Larry, here is draft #2.Again, many thanks!",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"K.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"5,000 for Cal 02 hedged at $3.46.",none,no,none,no,no,yes,no,no,no,no,no,no,no,no,no,none
"Kim.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"(Theresa executed for us)",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Sorry, my earlier email message to you failed and returned to me.",none,no,none,no,no,yes,no,no,no,no,no,no,no,no,no,none
"We transacted 5,000 EP Permian at $3.46 for Cal 02.",none,no,none,no,no,yes,no,no,no,no,no,no,no,no,no,none
"Kim.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"pricing are falling more.....Cal 02 is now $3.27.",none,no,none,no,no,yes,no,no,no,no,no,no,no,no,no,none
"EOL still does not have Perm Basis posted for Cal 02, but we suspect that it is in the $.11-.14 range.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"FYI.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"In talking with Larry and Morgan, it is a belief that there will be people covering short positions by tomorrow or Wed before the close of Sept. contracts and AGA on Wed, we could see a pop back up in the next 48....Shall we watch it?",will,no,third,no,yes,no,no,no,no,no,no,no,no,no,yes,none
"Kim",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Steve,   FYI, prices this morning are still hanging in the $3.10-3.13 range for Permian Cal 02.",none,no,none,no,no,yes,no,no,no,no,no,no,no,no,no,none
"We are watching it closely.",none,no,none,no,no,yes,no,no,no,no,no,no,no,no,no,none
"I will keep you posted if it starts to rally back up.",will,no,none,no,no,yes,no,no,no,no,no,no,no,no,no,none
"Thanks, Kim.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Paul can transact El Paso Permian Cal 02 @ $3.14.",can,yes,third,no,yes,no,yes,yes,no,no,no,no,yes,no,no,create
"Are you OK to transact?",none,no,none,no,no,no,no,no,no,no,no,no,no,no,yes,none
"Reply: Reply from SteveI talked to Paul.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Let me know what the hedge is at. $2.14 or could he get $2.15.Orig:> Fr:Kimberly.Watson@enron.com> Sub:Cal 02> Paul can transact El Paso Permian Cal 02 @ $3.14.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Are you OK to> transact?",none,no,none,no,no,no,no,no,no,no,no,no,no,no,yes,none
"I think you already know this, but we got $3.145.",none,no,none,no,no,yes,no,no,no,no,no,no,no,no,no,none
"Mary D. is looking to send in the I to I filing for the Cal 02 deal this afternoon.",none,no,none,no,no,yes,no,no,no,no,no,no,no,no,no,none
"Theyve got a lot of people out next week and want to file it today.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Let me know if you have concerns.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Steve and Kim,Since Jeff Fawcett left, do either of you have an interest in giving his desktop access to Prophet X software (via the FIMI server)  to someone else in your group?",none,no,none,no,no,yes,no,no,no,no,no,no,no,no,yes,none
"Since TW is still paying Jeffs user fee, I need to either have FIMI remove his permission from the server, or I can have them change the permission on the server to a different user.",can,no,third,no,yes,no,yes,yes,no,no,no,no,yes,no,no,create
"Please let me know what you would like to do, and I will take the appropriate action with FIMI.Thanks,Kay",will,no,first,no,yes,no,yes,yes,no,no,no,no,yes,no,no,create
"Kay,Thanks for the update.",none,no,none,no,no,no,no,no,no,no,no,no,no,no,no,none
"Actually, I did not realize that Jeffs computer had Prophet X on it.",none,no,none,no,yes,yes,no,no,no,no,no,no,no,no,no,none
"I would like to get together with you in the next few days and discuss the software package with you.",would,yes,first,no,yes,no,yes,yes,no,no,no,no,yes,no,no,create
"We may indeed wish to keep a user on it but I would like to understand it better.",would,no,first,no,yes,no,yes,yes,no,no,yes,no,no,no,no,discharge
"Im out of the office tomorrow, but will be back in on Thursday.Thanks, Kim.",will,no,none,no,yes,no,no,no,no,no,no,no,no,no,no,none
